customer_id,customer_segment,region,tenure_months,product_count,digital_logins_30d,app_sessions_change_pct,salary_inflow,salary_inflow_change_pct,avg_balance,balance_change_pct,direct_debits,complaint_count_90d,overdraft_usage_rate,card_spend_30d,open_banking_connected,churn_probability_simulated,churn_flag
C001887,Student,West Midlands,107,1,14,-0.002,1,0.039,325.24,0.023,6,1,0.461,312.6,0,0.2405,0
C001888,Young professional,North West,76,3,12,0.148,1,-0.226,1049.02,-0.091,6,0,0.242,1102.04,1,0.168,0
C001889,SME owner,Wales,64,2,20,0.203,1,-0.044,250.04,-0.088,7,0,0.22,859.87,0,0.0871,0
C001890,Affluent,West Midlands,67,2,12,-0.167,0,-0.05,1243.2,0.019,1,1,0.059,209.69,0,0.2592,1
C001891,SME owner,Yorkshire,117,3,9,0.188,1,0.084,436.04,0.203,3,0,0.049,1801.36,1,0.0871,0
C001892,Mass,North West,39,3,17,-0.45,1,-0.009,2901.81,0.224,4,0,0.05,164.37,1,0.148,0
C001893,Mass,South East,19,2,12,-0.7,0,0.108,3387.17,0.213,3,0,0.022,636.51,0,0.2994,0
C001894,Mass,London,102,1,7,0.126,1,-0.112,358.19,-0.09,4,0,0.024,454.88,0,0.1419,0
C001895,Student,West Midlands,43,2,12,0.074,0,-0.273,317.71,0.372,3,0,0.025,429.49,0,0.2789,0
C001896,Student,Wales,48,1,10,-0.362,0,-0.293,1438.86,0.698,4,0,0.07,94.42,1,0.5498,1
C001897,Young professional,Scotland,31,2,7,-0.209,1,-0.096,130.33,-0.273,5,0,0.164,292.47,0,0.1091,0
C001898,Mass,London,24,5,7,-0.241,1,-0.282,206.62,-0.351,2,1,0.31,159.06,0,0.4013,1
C001899,Mass,Yorkshire,97,2,10,-0.035,1,0.053,244.41,0.075,5,0,0.181,604.54,0,0.0871,0
C001900,Mass,West Midlands,107,2,5,-0.049,0,0.002,1148.43,0.062,1,1,0.683,365.31,0,0.3543,0
C001901,Mass,South East,36,2,7,-0.232,1,-0.004,447.02,0.451,7,0,0.242,385.79,1,0.1091,0
C001902,Affluent,Wales,68,5,7,-0.024,1,0.004,1332.57,0.426,0,0,0.077,272.93,0,0.063,0
C001903,Mass,South East,111,2,7,0.16,0,-0.208,187.04,0.26,3,0,0.164,777.93,0,0.2789,1
C001904,Mass,North West,42,5,9,-0.119,1,-0.06,1012.98,0.259,7,0,0.247,180.47,0,0.063,0
C001905,SME owner,West Midlands,59,2,11,-0.252,1,-0.191,656.18,0.037,5,0,0.445,179.6,1,0.148,0
C001906,Mass,West Midlands,119,3,8,-0.058,1,-0.12,1586.74,0.072,3,0,0.075,566.6,0,0.0871,0
C001907,Young professional,North West,106,5,11,0.166,1,-0.289,648.95,0.038,7,1,0.18,708.51,0,0.2142,1
C001908,Young professional,Wales,27,4,7,0.027,1,-0.101,629.23,0.184,2,0,0.068,85.89,0,0.0794,0
C001909,Young professional,West Midlands,85,2,10,-0.422,0,-0.343,148.87,0.203,2,0,0.12,82.6,0,0.4134,0
C001910,Affluent,South East,120,2,7,-0.483,0,-0.294,1542.39,-0.08,2,0,0.213,952.91,0,0.4134,1
C001911,Mass,Wales,29,2,9,-0.408,1,-0.164,386.89,-0.21,5,0,0.041,304.98,1,0.1824,0
C001912,Affluent,Wales,93,3,7,0.074,1,-0.304,4639.27,0.106,4,0,0.403,227.47,1,0.168,0
C001913,Affluent,Yorkshire,87,3,9,0.064,1,0.052,1253.25,-0.354,4,1,0.215,529.46,0,0.2592,1
C001914,Mass,London,75,5,7,-0.066,1,-0.062,97.39,-0.281,5,1,0.219,79.58,0,0.1141,0
C001915,SME owner,North West,100,4,6,-0.127,1,-0.132,564.86,0.162,1,0,0.184,525.16,0,0.063,0
C001916,Young professional,South East,26,2,9,-0.397,0,-0.258,833.01,-0.002,2,0,0.268,1310.9,1,0.475,1
C001917,Young professional,Yorkshire,98,3,7,-0.04,1,0.276,430.94,-0.025,6,0,0.103,156.16,1,0.0871,0
C001918,Mass,London,52,2,11,0.257,1,-0.241,273.92,-0.271,2,0,0.216,651.48,0,0.168,0
C001919,Mass,London,21,2,8,-0.317,1,-0.086,745.1,0.295,8,0,0.077,124.02,0,0.1824,0
C001920,Young professional,Yorkshire,14,1,7,-0.199,1,-0.052,3356.7,-0.188,6,0,0.191,828.52,1,0.1751,0
C001921,Mass,South East,13,1,7,-0.201,1,0.067,203.98,-0.105,3,0,0.115,162.67,1,0.1751,0
C001922,Young professional,Wales,27,5,3,0.179,1,0.14,3056.67,-0.152,3,1,0.075,325.45,0,0.1419,0
C001923,Mass,South East,91,2,11,0.492,1,0.048,202.62,-0.003,2,0,0.133,352.37,0,0.0871,0
C001924,Mass,West Midlands,75,1,9,-0.016,1,0.329,259.0,0.009,6,0,0.293,167.59,1,0.1419,0
C001925,Young professional,West Midlands,38,4,2,0.291,0,-0.141,498.01,-0.258,4,0,0.208,136.04,1,0.2227,0
C001926,Mass,Wales,59,4,9,0.106,0,-0.394,653.74,-0.094,0,0,0.287,418.54,0,0.2142,0
C001927,Mass,Wales,50,2,7,0.222,1,-0.373,538.18,0.634,7,0,0.031,197.43,0,0.168,1
C001928,Young professional,South East,70,2,10,0.005,1,0.109,582.28,0.387,3,0,0.026,554.83,0,0.0871,0
C001929,SME owner,North West,43,2,6,0.017,1,0.062,2372.35,-0.348,3,0,0.155,139.24,0,0.1545,0
C001930,Student,Wales,9,3,14,0.466,0,-0.167,545.95,0.01,2,1,0.023,409.92,0,0.31,0
C001931,Mass,Yorkshire,33,3,12,-0.056,1,0.191,672.7,0.064,4,0,0.051,819.85,0,0.1091,0
C001932,SME owner,Scotland,66,2,9,-0.214,1,0.078,1311.84,0.224,6,0,0.447,91.43,0,0.0871,0
C001933,Student,Yorkshire,60,2,13,0.038,1,0.043,928.44,0.009,5,0,0.137,181.76,1,0.0871,0
C001934,Mass,Scotland,23,1,15,-0.207,0,0.155,554.89,-0.139,5,0,0.259,174.9,0,0.2891,0
C001935,Affluent,Wales,120,4,11,-0.138,1,-0.38,976.95,-0.375,3,0,0.347,193.57,0,0.2142,0
C001936,Affluent,South East,27,4,11,-0.135,0,-0.324,1628.3,0.017,2,0,0.369,212.43,1,0.2592,1
C001937,Student,Scotland,42,4,12,-0.233,0,0.047,412.93,-0.165,3,0,0.155,399.91,0,0.1141,0
C001938,Mass,South East,113,2,12,-0.116,0,-0.424,425.87,0.397,1,0,0.089,242.38,1,0.2789,0
C001939,Young professional,North West,27,1,15,0.175,1,-0.155,1287.52,-0.328,5,1,0.106,284.26,1,0.4378,0
C001940,Mass,West Midlands,89,2,11,-0.024,1,-0.225,312.26,0.062,5,0,0.02,85.57,1,0.168,0
C001941,Affluent,North West,35,1,10,-0.43,1,-0.006,1449.24,-0.105,9,0,0.198,229.92,0,0.2789,0
C001942,Young professional,West Midlands,100,1,7,0.042,1,-0.321,940.89,0.243,8,0,0.118,211.33,0,0.2592,1
C001943,Mass,Scotland,4,3,11,-0.095,1,-0.061,975.18,-0.198,3,0,0.04,578.76,1,0.1091,0
C001944,Mass,Scotland,115,5,11,0.253,0,-0.033,474.42,-0.204,2,1,0.332,1727.65,1,0.1978,0
C001945,Mass,Yorkshire,104,2,9,0.077,1,-0.062,1592.76,0.024,6,0,0.388,285.44,1,0.0871,0
C001946,Student,Wales,45,1,10,-0.038,1,-0.286,936.69,-0.32,4,0,0.556,114.22,0,0.4013,0
C001947,SME owner,Scotland,90,1,8,0.032,0,-0.365,774.93,0.475,6,0,0.198,89.71,1,0.4013,0
C001948,Mass,Wales,114,3,7,0.323,1,0.343,2580.77,-0.372,8,1,0.291,1023.55,1,0.2592,1
C001949,Affluent,Scotland,7,2,13,0.099,1,0.187,2839.99,0.521,5,1,0.181,160.13,1,0.19,0
C001950,Mass,London,68,1,12,0.246,0,-0.161,1003.66,0.041,3,0,0.241,97.69,0,0.2405,0
C001951,Mass,London,5,2,11,-0.203,0,-0.155,596.53,-0.064,1,0,0.179,1044.19,1,0.19,0
C001952,Young professional,Wales,107,1,11,-0.058,1,-0.029,1499.14,-0.001,3,0,0.22,107.56,0,0.1419,0
C001953,Mass,Scotland,10,3,8,0.567,1,0.142,1729.19,-0.052,1,0,0.501,358.9,0,0.1091,1
C001954,Student,Wales,47,3,18,0.096,1,-0.01,657.7,-0.456,3,0,0.036,132.24,0,0.1545,0
C001955,Mass,Yorkshire,103,2,6,-0.286,1,0.063,428.14,0.451,6,0,0.183,251.65,0,0.148,1
C001956,Mass,West Midlands,113,1,4,0.182,1,0.167,1472.86,-0.209,5,0,0.256,184.25,0,0.1419,0
C001957,Young professional,North West,117,2,12,0.199,1,0.102,659.15,-0.114,6,0,0.382,213.03,0,0.0871,0
C001958,Student,South East,30,3,19,-0.04,1,-0.168,983.36,0.136,2,0,0.061,850.73,1,0.1091,0
C001959,Affluent,Scotland,115,1,6,-0.052,0,-0.128,1687.89,0.255,4,0,0.402,285.19,0,0.2405,0
C001960,Young professional,Wales,27,4,5,0.48,0,-0.354,1333.45,-0.048,0,0,0.268,507.81,0,0.2592,1
C001961,Mass,North West,112,2,7,-0.354,1,-0.077,994.26,-0.064,4,0,0.232,167.96,1,0.148,0
C001962,SME owner,South East,49,1,12,0.025,1,-0.018,605.79,-0.089,6,1,0.401,149.43,0,0.2405,0
C001963,SME owner,North West,77,1,11,0.105,1,-0.056,1284.15,-0.112,4,0,0.181,345.92,0,0.1419,1
C001964,SME owner,Yorkshire,46,3,11,-0.119,1,-0.11,352.75,-0.002,7,0,0.201,251.72,0,0.0871,0
C001965,Affluent,North West,4,1,6,-0.78,1,-0.077,4225.66,-0.088,9,0,0.344,223.97,0,0.2789,0
C001966,Mass,Scotland,60,2,5,0.109,1,-0.194,622.99,-0.185,6,0,0.24,237.57,1,0.0871,1
C001967,Mass,North West,93,1,10,0.305,0,-0.022,1002.53,0.095,2,1,0.352,100.29,0,0.3775,0
C001968,Student,South East,74,4,11,-0.072,1,-0.062,883.06,0.207,6,0,0.086,1232.54,0,0.063,0
C001969,Student,Scotland,56,1,8,0.357,1,-0.072,978.61,0.041,3,0,0.004,227.64,0,0.1419,0
C001970,Mass,Yorkshire,19,4,11,-0.07,1,-0.016,3106.88,-0.228,2,0,0.118,170.44,0,0.0794,1
C001971,Mass,Wales,67,2,12,0.053,1,-0.093,338.48,0.426,5,0,0.423,242.66,1,0.0871,0
C001972,Mass,North West,67,3,12,0.297,1,-0.422,1445.35,-0.097,6,0,0.356,776.98,1,0.168,1
C001973,Student,Yorkshire,65,4,19,-0.265,1,0.011,966.34,-0.374,6,0,0.169,23.18,0,0.19,0
C001974,Mass,London,14,1,4,-0.61,1,-0.149,299.9,-0.114,5,0,0.108,477.75,0,0.2789,1
C001975,Mass,Wales,91,1,7,-0.07,1,-0.404,581.53,-0.045,2,0,0.067,252.72,0,0.2592,0
C001976,Mass,London,111,4,12,-0.175,0,0.015,762.15,-0.014,4,0,0.355,189.7,0,0.1141,0
C001977,Mass,Wales,32,2,7,-0.208,0,-0.237,453.17,-0.192,0,1,0.022,965.39,1,0.4875,0
C001978,SME owner,Scotland,71,2,14,-0.398,0,-0.029,596.86,0.088,2,0,0.002,159.86,0,0.2497,0
C001979,Mass,Yorkshire,117,4,7,-0.178,1,0.058,106.44,0.274,5,0,0.187,42.29,0,0.063,0
C001980,Mass,West Midlands,120,3,7,-0.141,1,-0.072,1287.12,-0.032,5,0,0.414,386.69,0,0.0871,0
C001981,Mass,South East,5,2,9,0.107,0,-0.069,715.99,-0.097,6,0,0.306,564.87,0,0.19,0
C001982,Mass,West Midlands,57,3,12,-0.165,1,-0.214,222.24,0.032,3,1,0.104,1146.24,1,0.2789,0
C001983,Mass,Wales,86,3,6,0.411,1,-0.271,183.42,-0.139,3,0,0.35,422.85,1,0.168,0
C001984,Mass,London,118,2,10,-0.277,1,0.152,115.06,-0.072,9,1,0.305,137.07,1,0.2497,1
C001985,Mass,South East,46,1,11,-0.202,0,-0.07,648.39,-0.487,1,1,0.102,168.25,0,0.5374,0
C001986,Mass,South East,55,2,7,-0.099,1,0.052,222.27,-0.072,5,0,0.639,66.59,0,0.0871,0
C001987,Young professional,Yorkshire,12,3,10,-0.136,1,0.043,2653.76,-0.03,3,0,0.09,135.98,1,0.1091,0
C001988,SME owner,North West,50,2,7,-0.042,1,-0.276,940.06,0.117,4,0,0.083,76.54,1,0.168,0
C001989,Mass,Yorkshire,44,2,7,0.047,1,0.161,236.59,0.075,7,0,0.163,634.28,1,0.0871,0
C001990,SME owner,West Midlands,75,1,6,0.405,1,0.534,1677.95,0.368,0,0,0.262,196.06,0,0.1419,0
C001991,Mass,London,80,1,7,0.084,1,0.011,513.38,-0.174,4,0,0.305,104.6,0,0.1419,0
C001992,Student,Wales,31,5,12,0.183,1,-0.394,289.45,0.361,5,0,0.092,113.47,0,0.1545,0
C001993,Mass,Yorkshire,77,2,9,-0.05,1,0.528,3334.66,-0.117,1,0,0.058,301.08,0,0.0871,0
C001994,Affluent,Wales,51,1,13,-0.023,0,-0.324,273.18,-0.073,1,1,0.193,131.77,0,0.5622,1
C001995,Young professional,London,71,4,17,-0.078,1,0.302,593.45,0.156,2,0,0.09,119.14,1,0.063,0
C001996,Student,Yorkshire,82,5,18,-0.26,1,0.068,258.13,-0.215,3,0,0.187,391.66,0,0.1091,1
C001997,Affluent,Scotland,49,2,13,0.113,0,-0.321,1176.72,0.05,4,0,0.046,386.76,1,0.2789,0
C001998,SME owner,South East,30,2,7,-0.152,0,-0.252,457.83,-0.171,0,0,0.089,1402.17,0,0.3318,0
C001999,Mass,South East,113,2,8,-0.125,1,0.148,2599.28,0.15,5,0,0.46,345.54,1,0.0871,0
C002000,Mass,South East,2,5,9,0.174,1,0.002,296.73,-0.26,5,0,0.397,376.34,0,0.0794,0
C002001,Mass,South East,61,2,6,-0.018,0,-0.305,206.48,-0.008,2,0,0.396,1309.47,0,0.2789,0
C002002,SME owner,Yorkshire,38,3,9,-0.449,1,-0.042,1026.45,0.331,7,0,0.417,172.36,0,0.148,0
C002003,Mass,West Midlands,57,1,12,0.052,0,-0.237,1202.73,-0.103,2,1,0.289,741.13,0,0.5622,0
C002004,Mass,London,36,3,12,-0.25,1,0.298,559.0,-0.235,2,0,0.022,49.76,0,0.1091,1
C002005,Mass,South East,97,1,7,-0.168,0,-0.039,1346.85,0.033,1,0,0.222,172.91,0,0.2405,0
C002006,Mass,North West,90,4,9,-0.25,1,0.189,630.88,-0.261,9,0,0.179,215.76,1,0.063,0
C002007,Mass,West Midlands,103,5,10,0.197,1,0.536,312.13,-0.267,2,0,0.003,132.27,0,0.063,0
C002008,Young professional,South East,37,1,8,-0.194,1,-0.076,623.73,0.265,3,0,0.028,146.18,1,0.1419,0
C002009,Mass,West Midlands,36,5,12,0.204,1,0.348,532.22,0.092,5,0,0.087,301.87,0,0.0794,0
C002010,Mass,Scotland,86,1,15,-0.107,1,-0.154,333.39,-0.449,7,0,0.397,138.46,0,0.2405,0
C002011,Mass,North West,95,3,7,-0.167,1,0.23,991.55,0.077,7,0,0.018,140.8,0,0.0871,0
C002012,Mass,Wales,96,4,15,0.003,0,-0.19,958.09,0.107,0,0,0.168,277.67,1,0.1141,0
C002013,Student,West Midlands,117,2,12,-0.192,1,0.057,849.27,-0.188,5,0,0.191,90.79,0,0.0871,1
C002014,Young professional,London,24,1,8,-0.153,1,-0.013,625.02,-0.202,5,1,0.16,921.96,1,0.2891,0
C002015,SME owner,North West,102,2,10,-0.014,1,0.011,3215.66,-0.4,3,0,0.041,408.73,1,0.1545,0
C002016,Affluent,Yorkshire,93,1,7,0.492,1,0.322,632.08,-0.089,6,0,0.079,1040.12,1,0.1419,0
C002017,Mass,West Midlands,5,2,13,0.121,0,-0.13,494.27,-0.274,2,0,0.148,201.91,1,0.19,0
C002018,Student,Wales,55,2,21,0.001,1,-0.112,1095.05,-0.135,7,0,0.473,580.86,0,0.0871,0
C002019,Mass,Yorkshire,30,1,14,-0.482,1,-0.083,425.85,-0.318,5,0,0.032,349.08,1,0.4256,1
C002020,Affluent,London,68,3,7,-0.067,1,0.001,1821.03,-0.193,4,0,0.227,125.76,0,0.0871,0
C002021,Affluent,North West,60,2,10,0.118,1,0.106,3587.26,-0.256,11,0,0.596,270.52,0,0.0871,0
C002022,Mass,Wales,61,2,8,0.082,1,-0.02,2485.51,-0.058,6,0,0.312,427.31,0,0.0871,0
C002023,SME owner,North West,16,2,9,0.083,0,-0.35,2324.07,-0.443,0,0,0.14,689.11,0,0.4875,1
C002024,Mass,Yorkshire,53,2,7,0.011,1,-0.027,1431.04,-0.122,3,0,0.084,374.8,0,0.0871,0
C002025,SME owner,London,76,3,9,0.382,0,-0.399,2519.36,0.395,1,0,0.063,328.19,0,0.2789,0
C002026,Mass,London,5,4,12,0.231,0,-0.196,624.58,-0.285,5,0,0.221,84.32,1,0.1419,0
C002027,Mass,South East,67,1,6,0.01,1,0.068,352.25,-0.341,6,0,0.045,584.06,0,0.2405,0
C002028,Student,Yorkshire,105,2,13,-0.269,1,-0.256,5277.79,0.035,7,0,0.42,293.15,0,0.2689,0
C002029,Mass,Yorkshire,32,2,10,-0.52,1,0.057,309.24,0.015,4,0,0.208,213.58,0,0.1824,0
C002030,Young professional,Yorkshire,39,3,6,-0.083,1,-0.067,2079.98,0.14,6,0,0.033,362.8,0,0.0871,0
C002031,Mass,London,59,2,6,0.321,1,-0.002,136.51,0.171,5,0,0.175,174.16,1,0.0871,0
C002032,Student,Yorkshire,18,3,16,0.214,0,-0.275,2502.17,-0.124,0,0,0.526,98.4,1,0.3318,0
C002033,Mass,Wales,76,4,11,-0.121,1,-0.112,379.86,0.134,8,0,0.287,374.95,0,0.063,0
C002034,Mass,Wales,37,3,8,-0.234,1,-0.061,272.7,-0.162,8,2,0.125,295.21,0,0.2592,0
C002035,Mass,North West,58,1,4,-0.443,0,-0.245,1750.05,-0.064,1,0,0.121,375.36,1,0.5498,0
C002036,Mass,North West,70,3,6,-0.18,0,-0.205,1474.2,-0.044,0,0,0.4,690.89,0,0.2789,1
C002037,Affluent,North West,46,1,7,0.091,1,-0.395,3293.99,-0.202,7,1,0.499,221.01,0,0.4013,1
C002038,SME owner,Yorkshire,93,1,7,-0.033,0,-0.001,514.87,-0.127,3,0,0.247,175.08,1,0.2405,1
C002039,Affluent,Wales,88,3,11,0.15,0,-0.48,901.9,0.117,2,0,0.038,369.41,1,0.2789,0
C002040,Student,South East,98,2,10,-0.141,1,-0.233,1368.81,-0.085,6,0,0.015,714.84,0,0.168,0
C002041,Affluent,North West,38,1,7,-0.1,0,0.002,938.19,0.499,3,0,0.353,107.87,1,0.2405,0
C002042,Young professional,London,54,1,10,-0.179,1,0.066,990.4,0.326,3,0,0.335,221.52,0,0.1419,0
C002043,Young professional,South East,70,1,10,-0.107,0,-0.111,1012.49,-0.416,1,0,0.18,412.72,1,0.3775,0
C002044,Student,London,61,4,13,-0.141,0,-0.117,1593.06,-0.107,2,0,0.403,718.78,1,0.1141,0
C002045,Mass,Scotland,85,2,11,0.144,1,0.375,436.54,-0.122,9,0,0.208,127.15,1,0.0871,0
C002046,Mass,Yorkshire,40,2,13,-0.341,1,-0.136,509.46,0.211,5,0,0.175,339.0,0,0.148,0
C002047,Mass,South East,36,3,11,-0.039,1,-0.112,864.12,-0.302,4,0,0.31,331.38,1,0.19,0
C002048,Young professional,Scotland,111,3,7,-0.276,0,-0.006,491.16,0.104,3,0,0.129,171.54,0,0.2497,0
C002049,Mass,North West,68,1,4,0.233,1,-0.088,816.9,0.08,5,0,0.397,450.01,1,0.1419,0
C002050,Mass,Scotland,47,2,9,-0.022,1,0.018,301.21,-0.012,4,0,0.484,116.47,1,0.0871,0
C002051,Young professional,Yorkshire,21,3,12,0.328,0,-0.378,999.53,0.222,2,0,0.204,454.0,0,0.3318,0
C002052,Affluent,Yorkshire,45,1,9,0.065,1,-0.331,1828.52,-0.191,2,0,0.181,341.21,0,0.2592,0
C002053,Affluent,Yorkshire,16,1,9,-0.17,1,0.287,770.28,0.016,9,0,0.136,80.51,1,0.1751,0
C002054,Mass,Wales,2,1,10,0.03,1,-0.272,390.31,-0.151,8,0,0.111,277.23,1,0.31,0
C002055,Young professional,North West,100,1,9,0.005,1,0.045,117.88,-0.041,11,0,0.294,198.07,0,0.1419,0
C002056,Affluent,London,27,3,11,-0.02,1,-0.068,3329.91,0.344,4,0,0.339,353.77,0,0.1091,0
C002057,Mass,Scotland,49,1,9,0.05,1,-0.134,1383.81,0.474,3,0,0.217,183.98,1,0.1419,0
C002058,SME owner,South East,74,1,8,-0.495,1,0.09,324.71,-0.037,5,0,0.112,56.4,1,0.2315,0
C002059,Mass,South East,65,4,7,-0.089,0,-0.263,755.12,-0.023,4,0,0.239,178.28,0,0.2142,0
C002060,Student,West Midlands,77,1,16,-0.191,1,-0.068,187.45,-0.376,5,0,0.6,212.63,0,0.2405,0
C002061,Mass,Scotland,80,3,8,0.242,0,-0.348,241.87,-0.505,2,0,0.128,979.22,0,0.4256,0
C002062,Young professional,Scotland,20,2,15,-0.053,1,-0.358,1920.26,-0.402,6,0,0.006,214.54,1,0.3318,0
C002063,Student,Wales,16,3,10,0.209,0,-0.378,229.08,-0.168,1,0,0.516,124.65,1,0.3318,0
C002064,Young professional,Scotland,43,3,8,-0.292,1,0.084,2417.2,0.108,9,0,0.216,218.28,0,0.148,0
C002065,Mass,South East,72,3,6,0.008,0,-0.276,2505.64,0.006,0,0,0.025,450.66,0,0.2789,0
C002066,Affluent,West Midlands,113,1,7,-0.191,1,-0.221,2473.93,0.103,7,0,0.392,260.34,0,0.2592,0
C002067,Young professional,West Midlands,88,2,6,0.2,1,-0.096,4290.38,0.205,7,0,0.254,263.73,0,0.0871,0
C002068,SME owner,North West,80,2,10,0.258,1,0.136,588.58,-0.254,3,0,0.342,915.29,0,0.0871,0
C002069,Mass,London,89,3,11,0.267,0,-0.483,776.25,0.07,1,0,0.043,882.72,1,0.2789,0
C002070,Mass,West Midlands,62,3,5,0.1,1,0.059,83.53,-0.216,4,0,0.256,461.36,0,0.0871,0
C002071,Student,Scotland,77,3,12,0.187,1,0.433,525.78,0.189,6,0,0.637,612.74,1,0.0871,0
C002072,Mass,West Midlands,66,2,4,-0.059,1,-0.282,591.82,0.464,10,0,0.218,430.08,0,0.168,0
C002073,Young professional,Scotland,31,2,6,0.163,0,-0.289,2130.87,-0.018,0,0,0.251,626.93,0,0.3318,1
C002074,Student,Wales,30,2,10,0.112,1,0.167,568.75,0.145,5,0,0.039,93.42,1,0.1091,0
C002075,Young professional,North West,34,1,13,0.044,0,-0.21,204.94,0.079,1,0,0.373,169.57,0,0.4626,1
C002076,Mass,North West,31,4,8,-0.101,1,-0.076,524.09,0.169,4,0,0.071,251.84,0,0.0794,0
C002077,Young professional,South East,13,2,3,-0.163,1,-0.106,286.96,-0.206,8,0,0.339,347.39,1,0.1091,0
C002078,Affluent,North West,105,2,12,0.04,1,-0.098,1563.08,-0.043,6,0,0.225,136.43,1,0.0871,0
C002079,Young professional,Wales,38,4,8,0.034,1,-0.338,702.96,0.125,6,0,0.025,172.08,1,0.1246,0
C002080,Young professional,West Midlands,12,1,11,0.006,0,-0.04,815.07,0.188,2,0,0.068,124.2,0,0.2891,1
C002081,Mass,West Midlands,43,1,4,-0.053,1,0.191,1697.6,-0.086,1,0,0.213,336.39,0,0.1419,0
C002082,Mass,North West,70,2,8,0.144,1,-0.05,370.96,-0.257,10,0,0.234,169.76,0,0.0871,0
C002083,SME owner,North West,114,4,10,-0.42,1,0.264,466.22,-0.06,1,0,0.171,106.86,0,0.1091,0
C002084,Mass,London,77,1,8,0.054,1,-0.232,735.95,0.114,4,0,0.163,121.67,1,0.2592,0
C002085,Mass,Scotland,52,2,8,0.359,1,0.051,1875.45,0.207,4,0,0.044,348.75,1,0.0871,0
C002086,Mass,Yorkshire,11,2,8,0.357,1,-0.126,1177.17,-0.241,1,0,0.187,794.32,0,0.1091,0
C002087,Mass,West Midlands,116,1,8,-0.005,1,-0.236,251.42,0.438,5,0,0.194,90.69,1,0.2592,0
C002088,Affluent,Yorkshire,77,2,11,-0.0,1,-0.265,2224.81,-0.194,10,0,0.328,157.61,0,0.168,0
C002089,Mass,North West,112,3,12,0.346,0,-0.059,407.78,0.501,2,0,0.025,331.45,0,0.1545,1
C002090,Student,London,2,2,12,0.067,1,0.045,1639.86,-0.145,4,0,0.458,135.39,0,0.1091,0
C002091,Young professional,London,97,2,9,0.293,0,-0.102,723.82,-0.171,2,0,0.203,634.54,1,0.1545,1
C002092,Young professional,North West,17,2,6,0.044,0,0.004,893.95,-0.423,3,0,0.078,267.14,0,0.31,0
C002093,Affluent,West Midlands,61,2,10,0.008,0,-0.117,1526.21,0.114,0,0,0.037,217.08,0,0.1545,0
C002094,Affluent,Scotland,112,1,5,-0.224,1,0.045,1325.71,-0.002,2,0,0.028,313.04,0,0.1419,0
C002095,Affluent,West Midlands,20,3,10,0.235,1,-0.075,1594.44,-0.571,4,0,0.244,1028.14,0,0.19,1
C002096,Student,South East,20,2,12,0.02,0,-0.083,1566.07,0.254,2,0,0.209,187.71,0,0.19,1
C002097,Mass,North West,81,3,8,-0.154,0,-0.292,1142.21,0.386,5,0,0.277,111.45,0,0.2789,0
C002098,Mass,Scotland,36,1,10,0.032,1,-0.045,667.65,0.033,10,0,0.066,226.6,1,0.1751,0
C002099,Affluent,Scotland,17,1,8,0.165,1,-0.328,1942.04,-0.253,4,0,0.058,134.55,1,0.31,0
C002100,Affluent,London,33,2,9,-0.453,1,-0.227,1180.08,-0.154,5,0,0.213,409.16,0,0.3208,1
C002101,Mass,Wales,46,2,11,0.161,1,-0.177,631.48,-0.181,6,0,0.021,154.01,1,0.0871,0
C002102,Affluent,London,73,4,18,-0.273,1,-0.284,692.03,-0.021,3,0,0.404,244.37,0,0.2059,0
C002103,SME owner,West Midlands,83,3,11,-0.098,0,-0.126,1008.33,-0.122,3,0,0.05,219.64,1,0.1545,0
C002104,Young professional,North West,58,2,13,0.042,1,-0.304,2721.15,0.037,5,0,0.241,692.7,1,0.168,0
C002105,Young professional,South East,82,4,8,-0.653,1,-0.307,1355.66,0.471,7,0,0.117,388.65,1,0.2059,1
C002106,Mass,Wales,24,2,9,-0.174,0,-0.54,788.48,0.084,1,0,0.402,224.38,1,0.3318,1
C002107,Mass,Scotland,40,1,10,0.479,0,0.007,605.8,-0.202,3,0,0.146,212.8,0,0.2405,0
C002108,Mass,Yorkshire,118,2,11,-0.222,1,0.075,762.88,0.003,4,0,0.347,612.93,1,0.0871,0
C002109,Mass,London,107,3,12,0.02,1,-0.055,1587.57,-0.044,6,0,0.095,182.0,1,0.0871,0
C002110,Student,Scotland,86,3,17,-0.394,0,-0.029,257.13,-0.45,6,0,0.133,106.48,0,0.3894,0
C002111,Mass,London,9,1,9,0.047,1,0.137,200.54,-0.178,8,0,0.135,273.04,0,0.1751,0
C002112,Young professional,Scotland,14,1,5,-0.308,1,0.241,351.64,-0.359,5,0,0.247,520.86,1,0.4256,1
C002113,Student,North West,61,5,14,0.104,1,-0.125,364.44,-0.041,3,0,0.184,284.45,0,0.063,0
C002114,Mass,London,7,2,11,0.172,1,-0.165,738.83,0.198,3,0,0.134,1617.22,1,0.1091,0
C002115,Young professional,West Midlands,19,2,7,0.139,0,-0.224,1108.5,-0.086,3,0,0.13,1319.63,0,0.3318,0
C002116,Mass,London,115,3,10,-0.304,0,-0.016,4919.91,-0.116,4,0,0.08,1644.88,1,0.2497,0
C002117,Affluent,West Midlands,36,1,10,0.273,1,-0.103,5786.19,0.298,5,0,0.293,164.87,1,0.1751,0
C002118,Mass,Wales,45,2,8,0.313,0,-0.081,1334.39,-0.496,1,0,0.094,565.86,0,0.2592,1
